Termék neve;Kiszerelés neve;TK szám;Hatóanyag;Forg Eng Jog;ATC kód;A hiány kezdete;A hiány tervezett vége;A hiány oka;Javaslat a hiánykészítmény pótlására;
"THIOCTIC ACID ZENTIVA 600 mg filmtabletta";"30 X   - buborékcsomagolásban";"OGYI-T-23785/01";"thioctic acid";"Zentiva, k.s. (Csehország)";"A16AX01";"2023-03-13 00:00:00";"2023-04-21 00:00:00";"Megnövekedett igény";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"THIOCTIC ACID ZENTIVA 600 mg filmtabletta";"60 X   - buborékcsomagolásban";"OGYI-T-23785/02";"thioctic acid";"Zentiva, k.s. (Csehország)";"A16AX01";"2023-03-07 00:00:00";"2023-05-02 00:00:00";"Megnövekedett igény";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"THIOGAMMA ORAL 600 mg filmtabletta";"30 X   - buborékcsomagolásban";"OGYI-T-06670/08";"thioctic acid";"Wörwag Pharma GmbH&Co.KG";"A16AX01";"2023-01-30 00:00:00";"2023-03-31 00:00:00";"Hatóanyag, vagy egyéb alapanyag ellátási probléma";"Azonos hatóanyag, azonos gyógyszerformában elérhetõ";
"THIOGAMMA ORAL 600 mg filmtabletta";"60 X   - buborékcsomagolásban";"OGYI-T-06670/09";"thioctic acid";"Wörwag Pharma GmbH&Co.KG";"A16AX01";"2023-02-21 00:00:00";"2023-03-31 00:00:00";"Hatóanyag, vagy egyéb alapanyag ellátási probléma";"Azonos hatóanyag, azonos gyógyszerformában elérhetõ";
"THIOTEP 600 mg filmtabletta";"30 X   - buborékcsomagolásban";"OGYI-T-23791/01";"thioctic acid";"Extractum-Pharma zrt.";"A16AX01";"2023-03-06 00:00:00";"2023-04-05 00:00:00";"Megnövekedett igény";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"THIOTEP 600 mg filmtabletta";"60 X   - buborékcsomagolásban";"OGYI-T-23791/02";"thioctic acid";"Extractum-Pharma zrt.";"A16AX01";"2023-03-06 00:00:00";"2023-04-05 00:00:00";"Megnövekedett igény";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"THOREUS DISKUS 50/100 mikrogramm/adag adagolt inhalációs por";"1 X 60 adag -";"OGYI-T-09182/01";"salmeterol;fluticasone";"GlaxoSmithKline Trading Services Ltd.";"R03AK06";"2022-03-23 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más hatáserõsségben elérhetõ";
"TIAPRIDAL 100 mg tabletta";"50 X   - buborékcsomagolásban";"OGYI-T-01117/02";"tiapride";"sanofi-aventis zrt.";"N05AL03";"2023-03-14 00:00:00";"2023-04-30 00:00:00";"Hatóanyag, vagy egyéb alapanyag ellátási probléma";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"TIENAM 500 mg/500 mg por oldatos infúzióhoz";"10 X 20 ml injekciós üvegben";"OGYI-T-01538/03";"imipenem;cilastatin";"MSD Pharma Hungary Kft.";"J01DH51";"2017-07-11 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más gyógyszerformában elérhetõ";
"TOBREX 3 mg/g szemkenõcs";"1 X 3.5 g Al tubusban";"OGYI-T-05295/01";"tobramycin";"Novartis Hungária Kft. Pharma részlege";"S01AA12";"2023-03-07 00:00:00";"2023-04-30 00:00:00";"Gyártási gond";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"TOBREX 3 mg/ml oldatos szemcsepp";"1 X 5 ml tartályban";"OGYI-T-05294/01";"tobramycin";"Novartis Hungária Kft. Pharma részlege";"S01AA12";"2023-03-08 00:00:00";"2023-04-17 00:00:00";"Gyártási gond";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"TODEP szuszpenziós szemcsepp";"1 X 5 ml cseppentõs tartályban";"OGYI-T-22899/01";"dexamethasone;tobramycin";"Extractum-Pharma zrt.";"S01CA01";"2023-01-11 00:00:00";"2023-04-20 00:00:00";"Megnövekedett igény";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"TORVATEC 20 mg filmtabletta";"30 X   - buborékcsomagolásban";"OGYI-T-20875/02";"atorvastatin";"Zentiva, k.s. (Csehország)";"C10AA05";"2023-03-10 00:00:00";"";"Piaci megfontolások";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"TRAMADOL KALCEKS 50 mg/ml oldatos injekció vagy infúzió";"5 X 2 ml ampulla";"OGYI-T-23256/01";"tramadol hydrochloride";"AS KALCEKS";"N02AX02";"2023-02-22 00:00:00";"2023-03-21 00:00:00";"Megnövekedett igény";"Ugyanaz a gyógyszer más hatáserõsségben elérhetõ";
"TRAMADOLOR 150 mg módosított hatóanyagleadású tabletta";"50 X   - buborékcsomagolásban";"OGYI-T-08179/09";"tramadol";"Sandoz Hungária Kft.";"N02AX02";"2023-02-21 00:00:00";"2023-02-25 00:00:00";"Gyártási gond";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"TRANEXÁMSAV ONKOGEN 100 mg/ml oldatos injekció";"5 X 1 Darab ampulla";"OGYI-T-23451/01";"tranexamic acid";"Onkogen Kft.";"B02AA02";"2023-01-10 00:00:00";"2023-03-20 00:00:00";"Megnövekedett igény";"Egyedi import";
"TRANSTEC 70 mikrogramm/h transzdermális tapasz";"5 X   - tasakban";"OGYI-T-08945/02";"buprenorphine";"Grünenthal GmbH";"N02AE01";"2022-07-11 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más hatáserõsségben elérhetõ";
"TRAVOCORT 10 mg/g +1 mg/g krém";"1 X 15 g Al tubusban";"OGYI-T-21620/01";"isoconazole;diflucortolone";"Leo Pharma A/S";"D01AC20";"2020-03-10 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"TRITACE HCT 10 mg/25 mg tabletta";"30 X   - buborékcsomagolásban";"OGYI-T-09094/04";"ramipril;hydrochlorothiazide";"sanofi-aventis zrt.";"C09BA05";"2018-08-24 00:00:00";"2018-09-14 00:00:00";"Gyártási gond";"Ugyanaz a gyógyszer más gyógyszerformában elérhetõ";
"TachoSil szövetragasztó mátrix (3,0 cm x 2,5 cm)";"5 X   - buborékcsomagolásban";"EU/1/04/277/004";"Fibrinogen, human;thrombin";"Corza Medical GmbH";"B02BC30";"2017-09-01 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"Taxotere  20 mg/1 ml koncentrátum oldatos infúzióhoz";"1 X 1 ml injekciós üvegben";"EU/1/95/002/003";"docetaxel";"Sanofi Mature IP";"L01CD02";"2014-04-01 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Taxotere  80 mg/4 ml koncentrátum oldatos infúzióhoz";"1 X 4 ml injekciós üvegben";"EU/1/95/002/004";"docetaxel";"Sanofi Mature IP";"L01CD02";"2015-04-13 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Taxotere 160 mg/8 ml koncentrátum oldatos infúzióhoz";"1 X 8 ml injekciós üvegben";"EU/1/95/002/005";"docetaxel";"Sanofi Mature IP";"L01CD02";"2013-11-18 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Temodal  20 mg kemény kapszula";"5 X 1 - tasakban";"EU/1/98/096/013";"temozolomide";"Merck Sharp & Dohme BV";"L01AX03";"2019-01-11 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más hatáserõsségben elérhetõ";
"Temodal 100 mg kemény kapszula";"5 X 1 - tasakban";"EU/1/98/096/015";"temozolomide";"Merck Sharp & Dohme BV";"L01AX03";"2021-09-07 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Temodal 180 mg kemény kapszula";"5 X 1 - tasakban";"EU/1/98/096/019";"temozolomide";"Merck Sharp & Dohme BV";"L01AX03";"2021-09-07 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Temodal 250 mg kemény kapszula";"5 X 1 - tasakban";"EU/1/98/096/021";"temozolomide";"Merck Sharp & Dohme BV";"L01AX03";"2021-09-07 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Tevagrastim 30 millió NE/0,5 ml oldatos injekció vagy infúzió";"1 X 0.5 ml elõretöltött fecskendõben";"EU/1/08/445/009";"filgrastim";"TEVA GmbH";"L03AA02";"2014-08-01 00:00:00";"2020-03-01 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Tevagrastim 30 millió NE/0,5 ml oldatos injekció vagy infúzió";"1 X 0.5 ml elõretöltött fecskendõben";"EU/1/08/445/009";"filgrastim";"TEVA GmbH";"L03AA02";"2017-10-06 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Tevagrastim 30 millió NE/0,5 ml oldatos injekció vagy infúzió";"10 X 0.5 ml elõretöltött fecskendõben";"EU/1/08/445/011";"filgrastim";"TEVA GmbH";"L03AA02";"2014-08-01 00:00:00";"2020-03-01 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Tevagrastim 30 millió NE/0,5 ml oldatos injekció vagy infúzió";"10 X 0.5 ml elõretöltött fecskendõben";"EU/1/08/445/011";"filgrastim";"TEVA GmbH";"L03AA02";"2017-10-06 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Tevagrastim 30 millió NE/0,5 ml oldatos injekció vagy infúzió";"5 X 0.5 ml elõretöltött fecskendõben";"EU/1/08/445/010";"filgrastim";"TEVA GmbH";"L03AA02";"2014-08-01 00:00:00";"2020-03-01 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Tevagrastim 30 millió NE/0,5 ml oldatos injekció vagy infúzió";"5 X 0.5 ml elõretöltött fecskendõben";"EU/1/08/445/010";"filgrastim";"TEVA GmbH";"L03AA02";"2017-10-06 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Tevagrastim 48 millió NE/0,8 ml oldatos injekció vagy infúzió";"1 X 0.8 ml elõretöltött fecskendõben";"EU/1/08/445/005";"filgrastim";"TEVA GmbH";"L03AA02";"2014-08-01 00:00:00";"2020-03-01 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Tevagrastim 48 millió NE/0,8 ml oldatos injekció vagy infúzió";"1 X 0.8 ml elõretöltött fecskendõben";"EU/1/08/445/005";"filgrastim";"TEVA GmbH";"L03AA02";"2017-10-06 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Tevagrastim 48 millió NE/0,8 ml oldatos injekció vagy infúzió";"1 X 0.8 ml elõretöltött fecskendõben";"EU/1/08/445/012";"filgrastim";"TEVA GmbH";"L03AA02";"2014-08-01 00:00:00";"2020-03-01 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Tevagrastim 48 millió NE/0,8 ml oldatos injekció vagy infúzió";"1 X 0.8 ml elõretöltött fecskendõben";"EU/1/08/445/012";"filgrastim";"TEVA GmbH";"L03AA02";"2017-10-06 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Tevagrastim 48 millió NE/0,8 ml oldatos injekció vagy infúzió";"10 X 0.8 ml elõretöltött fecskendõben";"EU/1/08/445/008";"filgrastim";"TEVA GmbH";"L03AA02";"2014-08-01 00:00:00";"2020-03-01 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Tevagrastim 48 millió NE/0,8 ml oldatos injekció vagy infúzió";"10 X 0.8 ml elõretöltött fecskendõben";"EU/1/08/445/008";"filgrastim";"TEVA GmbH";"L03AA02";"2017-10-06 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Tevagrastim 48 millió NE/0,8 ml oldatos injekció vagy infúzió";"10 X 0.8 ml elõretöltött fecskendõben";"EU/1/08/445/014";"filgrastim";"TEVA GmbH";"L03AA02";"2014-08-01 00:00:00";"2020-03-01 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Tevagrastim 48 millió NE/0,8 ml oldatos injekció vagy infúzió";"10 X 0.8 ml elõretöltött fecskendõben";"EU/1/08/445/014";"filgrastim";"TEVA GmbH";"L03AA02";"2017-10-06 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Tevagrastim 48 millió NE/0,8 ml oldatos injekció vagy infúzió";"2x5 X 0.8 ml elõretöltött fecskendõben";"EU/1/08/445/007";"filgrastim";"TEVA GmbH";"L03AA02";"2014-08-01 00:00:00";"2020-03-01 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Tevagrastim 48 millió NE/0,8 ml oldatos injekció vagy infúzió";"2x5 X 0.8 ml elõretöltött fecskendõben";"EU/1/08/445/007";"filgrastim";"TEVA GmbH";"L03AA02";"2017-10-06 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Tevagrastim 48 millió NE/0,8 ml oldatos injekció vagy infúzió";"5 X 0.8 ml elõretöltött fecskendõben";"EU/1/08/445/006";"filgrastim";"TEVA GmbH";"L03AA02";"2014-08-01 00:00:00";"2020-03-01 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Tevagrastim 48 millió NE/0,8 ml oldatos injekció vagy infúzió";"5 X 0.8 ml elõretöltött fecskendõben";"EU/1/08/445/006";"filgrastim";"TEVA GmbH";"L03AA02";"2017-10-06 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Tevagrastim 48 millió NE/0,8 ml oldatos injekció vagy infúzió";"5 X 0.8 ml elõretöltött fecskendõben";"EU/1/08/445/013";"filgrastim";"TEVA GmbH";"L03AA02";"2014-08-01 00:00:00";"2020-03-01 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Tevagrastim 48 millió NE/0,8 ml oldatos injekció vagy infúzió";"5 X 0.8 ml elõretöltött fecskendõben";"EU/1/08/445/013";"filgrastim";"TEVA GmbH";"L03AA02";"2017-10-06 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Topotecan Hospira 4 mg/4 ml koncentrátum oldatos infúzióhoz";"5 X 4 ml injekciós üvegben";"EU/1/10/633/002";"topotecan";"Pfizer Europe MA EEIG ";"L01XX17";"2015-09-01 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Trisenox 1 mg/ml koncentrátum oldatos infúzióhoz";"10 X 10 ml ampulla";"EU/1/02/204/001";"arsenic trioxide";"Teva B.V.";"L01XX27";"2012-10-04 00:00:00";"";"Piaci megfontolások";"Egyedi import";
"Trulicity 3 mg oldatos injekció elõretöltött injekciós tollban";"2 X 0.5 ml elõretöltött injekciós tollban";"EU/1/14/956/011";"dulaglutide";"Eli Lilly Nederland B.V.";"A10BJ05";"2021-09-24 00:00:00";"2022-09-30 00:00:00";"Megnövekedett igény";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Trulicity 3 mg oldatos injekció elõretöltött injekciós tollban";"2 X 0.5 ml elõretöltött injekciós tollban";"EU/1/14/956/011";"dulaglutide";"Eli Lilly Nederland B.V.";"A10BJ05";"2022-09-30 00:00:00";"2023-09-30 00:00:00";"Hatóanyag, vagy egyéb alapanyag ellátási probléma";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Trulicity 4,5 mg oldatos injekció elõretöltött injekciós tollban";"2 X 0.5 ml elõretöltött injekciós tollban";"EU/1/14/956/014";"dulaglutide";"Eli Lilly Nederland B.V.";"A10BJ05";"2021-09-24 00:00:00";"2022-09-30 00:00:00";"Megnövekedett igény";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Trulicity 4,5 mg oldatos injekció elõretöltött injekciós tollban";"2 X 0.5 ml elõretöltött injekciós tollban";"EU/1/14/956/014";"dulaglutide";"Eli Lilly Nederland B.V.";"A10BJ05";"2022-09-30 00:00:00";"2023-09-30 00:00:00";"Hatóanyag, vagy egyéb alapanyag ellátási probléma";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"UBISTESIN FORTE oldatos injekció";"50 X 1.7 ml patronban";"OGYI-T-08986/02";"articaine;epinephrine (adrenaline)";"3M Deutschland GmbH";"N01BB58";"2021-09-15 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"UBISTESIN oldatos injekció";"50 X 1.7 ml patronban";"OGYI-T-08986/01";"articaine;epinephrine (adrenaline)";"3M Deutschland GmbH";"N01BB58";"2021-01-26 00:00:00";"2021-06-15 00:00:00";"Gyártási gond";"Kontingens";
"UBISTESIN oldatos injekció";"50 X 1.7 ml patronban";"OGYI-T-08986/01";"articaine;epinephrine (adrenaline)";"3M Deutschland GmbH";"N01BB58";"2021-09-15 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ULTRA-TECHNEKOW FM radioaktív izotóp generátor";"1 X 10.75 GBq/generátor ";"OGYI-T-08568/05";"99Molibden / 99mTechnetium";"Mallinckrodt Medical BV";"V09FX01";"2022-11-08 00:00:00";"2022-11-21 00:00:00";"Hatóanyag, vagy egyéb alapanyag ellátási probléma";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ULTRA-TECHNEKOW FM radioaktív izotóp generátor";"1 X 12.9 GBq/generátor ";"OGYI-T-08568/06";"99Molibden / 99mTechnetium";"Mallinckrodt Medical BV";"V09FX01";"2022-11-08 00:00:00";"2022-11-21 00:00:00";"Hatóanyag, vagy egyéb alapanyag ellátási probléma";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ULTRA-TECHNEKOW FM radioaktív izotóp generátor";"1 X 17.2 GBq/generátor ";"OGYI-T-08568/07";"99Molibden / 99mTechnetium";"Mallinckrodt Medical BV";"V09FX01";"2022-11-08 00:00:00";"2022-11-21 00:00:00";"Hatóanyag, vagy egyéb alapanyag ellátási probléma";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ULTRA-TECHNEKOW FM radioaktív izotóp generátor";"1 X 2.15 GBq/generátor ";"OGYI-T-08568/01";"99Molibden / 99mTechnetium";"Mallinckrodt Medical BV";"V09FX01";"2022-11-08 00:00:00";"2022-11-21 00:00:00";"Hatóanyag, vagy egyéb alapanyag ellátási probléma";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ULTRA-TECHNEKOW FM radioaktív izotóp generátor";"1 X 21.5 GBq/generátor ";"OGYI-T-08568/08";"99Molibden / 99mTechnetium";"Mallinckrodt Medical BV";"V09FX01";"2022-11-08 00:00:00";"2022-11-21 00:00:00";"Hatóanyag, vagy egyéb alapanyag ellátási probléma";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ULTRA-TECHNEKOW FM radioaktív izotóp generátor";"1 X 25.8 GBq/generátor ";"OGYI-T-08568/09";"99Molibden / 99mTechnetium";"Mallinckrodt Medical BV";"V09FX01";"2022-11-08 00:00:00";"2022-11-21 00:00:00";"Hatóanyag, vagy egyéb alapanyag ellátási probléma";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ULTRA-TECHNEKOW FM radioaktív izotóp generátor";"1 X 30.1 GBq/generátor ";"OGYI-T-08568/10";"99Molibden / 99mTechnetium";"Mallinckrodt Medical BV";"V09FX01";"2022-11-08 00:00:00";"2022-11-21 00:00:00";"Hatóanyag, vagy egyéb alapanyag ellátási probléma";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ULTRA-TECHNEKOW FM radioaktív izotóp generátor";"1 X 4.3 GBq/generátor ";"OGYI-T-08568/02";"99Molibden / 99mTechnetium";"Mallinckrodt Medical BV";"V09FX01";"2022-11-08 00:00:00";"2022-11-21 00:00:00";"Hatóanyag, vagy egyéb alapanyag ellátási probléma";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ULTRA-TECHNEKOW FM radioaktív izotóp generátor";"1 X 6.45 GBq/generátor ";"OGYI-T-08568/03";"99Molibden / 99mTechnetium";"Mallinckrodt Medical BV";"V09FX01";"2022-11-08 00:00:00";"2022-11-21 00:00:00";"Hatóanyag, vagy egyéb alapanyag ellátási probléma";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ULTRA-TECHNEKOW FM radioaktív izotóp generátor";"1 X 8.6 GBq/generátor ";"OGYI-T-08568/04";"99Molibden / 99mTechnetium";"Mallinckrodt Medical BV";"V09FX01";"2022-11-08 00:00:00";"2022-11-21 00:00:00";"Hatóanyag, vagy egyéb alapanyag ellátási probléma";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ULTRACAIN DS FORTE oldatos injekció";"12 X 2 ml ampulla";"OGYI-T-01171/03";"articaine;epinephrine (adrenaline)";"Septodont";"N01BB58";"2021-04-01 00:00:00";"2021-07-09 00:00:00";"Megnövekedett igény";"Kontingens";
"UMANBIG 180 NE/ml oldatos injekció";"1 X 1 ml injekciós üvegben";"OGYI-T-21363/01";"human hepatitis B immunoglobulin";"Kedrion SpA";"J06BB04";"2022-04-27 00:00:00";"2022-08-31 00:00:00";"Gyártási gond";"Kontingens";
"UMANBIG 180 NE/ml oldatos injekció";"1 X 3 ml injekciós üvegben";"OGYI-T-21363/02";"human hepatitis B immunoglobulin";"Kedrion SpA";"J06BB04";"2019-07-31 00:00:00";"";"Gyártási gond";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"UNASYN 250 mg/5 ml por belsõleges szuszpenzióhoz";"1 X   - HDPE tartályban";"OGYI-T-01475/04";"sultamicillin";"Pfizer Kft.";"J01CR04";"2021-11-10 00:00:00";"2023-04-01 00:00:00";"Megnövekedett igény";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"UNASYN 375 mg filmtabletta";"12 X   - buborékcsomagolásban";"OGYI-T-01475/03";"sultamicillin";"Pfizer Kft.";"J01CR04";"2020-04-20 00:00:00";"2020-05-31 00:00:00";"Gyártási gond";"Egyedi import";
"URAPIDIL KALCEKS 25 mg oldatos injekció vagy infúzió";"5 X 5 ml ampulla";"OGYI-T-23834/01";"urapidil";"AS KALCEKS";"C02CA06";"2023-02-27 00:00:00";"2023-03-31 00:00:00";"Szállítási vagy raktározási gondok";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"URAPIDIL KALCEKS 50 mg oldatos injekció vagy infúzió";"5 X 10 ml ampulla";"OGYI-T-23834/02";"urapidil";"AS KALCEKS";"C02CA06";"2023-02-27 00:00:00";"2023-03-31 00:00:00";"Szállítási vagy raktározási gondok";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"URATENS 30 mg retard kemény kapszula";"50 X   - PP tartályban";"OGYI-T-22921/02";"urapidil";"Stragen Nordic A/S";"C02CA06";"2021-05-03 00:00:00";"";"Piaci megfontolások";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
